year,month,country,region,student_ai_usage_pct,teacher_ai_usage_pct,schools_ai_adoption_pct,avg_daily_ai_usage_min,top_ai_tool,internet_penetration_pct,education_index,government_ai_policy,urban_ai_usage_pct,rural_ai_usage_pct,ai_in_curriculum,gender_gap_ai_usage_pct
2017,6,India,Asia,15,10,11,49,ChatGPT,50,0.64,Active,17,8,No,8
2017,6,Germany,Europe,18,15,10,8,Microsoft Copilot,93,0.94,None,19,10,Yes,10
2017,6,Brazil,South America,14,15,12,34,ChatGPT,75,0.7,Active,18,6,No,4
2017,6,Pakistan,Asia,14,16,13,36,Khanmigo,45,0.55,None,17,8,No,2
2017,6,Nigeria,Africa,18,10,10,52,ChatGPT,42,0.52,Active,23,12,No,9
2017,6,Canada,North America,18,13,11,60,Google Gemini,94,0.92,None,23,4,No,6
2017,6,Australia,Oceania,11,18,13,20,Khanmigo,96,0.93,Active,15,2,Yes,2
2017,7,United States,North America,18,17,12,5,Khanmigo,90,0.9,None,18,10,Yes,2
2017,7,United Kingdom,Europe,10,16,10,18,Google Gemini,92,0.91,Draft,11,0,No,6
2017,7,China,Asia,12,14,10,55,ChatGPT,70,0.75,None,13,0,Yes,9
2017,7,India,Asia,14,14,13,25,Microsoft Copilot,50,0.64,Active,19,9,Yes,4
2017,7,Germany,Europe,17,14,16,41,Microsoft Copilot,93,0.94,Draft,21,7,No,2
2017,7,Brazil,South America,11,13,13,37,Microsoft Copilot,75,0.7,Active,14,0,No,10
2017,7,Pakistan,Asia,10,17,12,15,ChatGPT,45,0.55,None,11,0,Yes,3
2017,7,Nigeria,Africa,20,12,15,57,Microsoft Copilot,42,0.52,Active,25,14,No,4
2017,7,Canada,North America,12,13,16,54,Khanmigo,94,0.92,None,13,2,No,7
2017,7,Australia,Oceania,19,15,16,7,Google Gemini,96,0.93,None,21,7,Yes,4
2017,8,United States,North America,19,16,13,21,ChatGPT,90,0.9,Active,21,11,Yes,1
2017,8,United Kingdom,Europe,10,11,17,8,ChatGPT,92,0.91,Draft,10,0,No,6
2017,8,China,Asia,11,12,12,43,ChatGPT,70,0.75,Active,13,5,Yes,9
2017,8,India,Asia,12,14,12,29,Khanmigo,50,0.64,Draft,15,5,No,7
2017,8,Germany,Europe,20,18,13,23,ChatGPT,93,0.94,Active,25,10,Yes,10
2017,8,Brazil,South America,17,10,13,11,Microsoft Copilot,75,0.7,Draft,19,7,No,2
2017,8,Pakistan,Asia,17,12,15,14,Google Gemini,45,0.55,Active,22,2,Yes,1
2017,8,Nigeria,Africa,12,17,10,57,Google Gemini,42,0.52,Draft,14,0,No,1
2017,8,Canada,North America,20,18,10,18,Google Gemini,94,0.92,None,23,12,Yes,9
2017,8,Australia,Oceania,11,18,14,42,ChatGPT,96,0.93,Active,12,4,Yes,3
2017,9,United States,North America,18,16,10,5,Google Gemini,90,0.9,Active,19,8,No,8
2017,9,United Kingdom,Europe,16,16,15,27,Google Gemini,92,0.91,Draft,21,5,No,2
2017,9,China,Asia,16,12,10,45,Khanmigo,70,0.75,Draft,16,1,No,9
2017,9,India,Asia,14,15,17,32,ChatGPT,50,0.64,Active,17,4,No,9
2017,9,Germany,Europe,19,17,15,54,Microsoft Copilot,93,0.94,Active,23,7,Yes,5
2017,9,Brazil,South America,14,10,14,50,Google Gemini,75,0.7,Draft,14,2,Yes,7
2017,9,Pakistan,Asia,18,12,12,21,Google Gemini,45,0.55,Draft,22,6,No,3
2017,9,Nigeria,Africa,17,10,11,59,Microsoft Copilot,42,0.52,None,21,3,Yes,5
2017,9,Canada,North America,16,13,15,38,Khanmigo,94,0.92,Active,19,5,No,1
2017,9,Australia,Oceania,17,11,13,46,Khanmigo,96,0.93,Draft,21,3,Yes,8
2017,10,United States,North America,11,11,14,8,ChatGPT,90,0.9,None,16,0,No,7
2017,10,United Kingdom,Europe,17,16,11,24,ChatGPT,92,0.91,Active,19,3,No,8
2017,10,China,Asia,11,17,15,59,Microsoft Copilot,70,0.75,Draft,11,1,No,9
2017,10,India,Asia,16,18,17,35,ChatGPT,50,0.64,Draft,20,2,No,8
2017,10,Germany,Europe,11,11,13,44,Google Gemini,93,0.94,Active,14,0,Yes,2
2017,10,Brazil,South America,13,13,13,51,Khanmigo,75,0.7,Draft,18,4,Yes,4
2017,10,Pakistan,Asia,18,12,16,45,Khanmigo,45,0.55,None,22,6,Yes,3
2017,10,Nigeria,Africa,16,11,12,39,ChatGPT,42,0.52,Active,21,10,Yes,9
2017,10,Canada,North America,13,10,16,48,Google Gemini,94,0.92,Draft,17,2,No,10
2017,10,Australia,Oceania,19,10,13,55,Khanmigo,96,0.93,Draft,22,11,Yes,9
2017,11,United States,North America,20,18,12,33,Google Gemini,90,0.9,Active,20,5,Yes,8
2017,11,United Kingdom,Europe,19,17,13,54,Microsoft Copilot,92,0.91,None,23,11,Yes,5
2017,11,China,Asia,20,15,12,56,Khanmigo,70,0.75,Active,25,9,No,1
2017,11,India,Asia,20,14,10,54,Microsoft Copilot,50,0.64,Draft,23,10,No,5
2017,11,Germany,Europe,11,12,13,53,Microsoft Copilot,93,0.94,Draft,14,2,No,2
2017,11,Brazil,South America,17,18,13,35,Microsoft Copilot,75,0.7,Draft,19,6,No,7
2017,11,Pakistan,Asia,18,17,17,55,Microsoft Copilot,45,0.55,None,23,8,Yes,10
2017,11,Nigeria,Africa,13,14,14,13,Microsoft Copilot,42,0.52,None,15,7,Yes,5
2017,11,Canada,North America,10,10,16,20,Khanmigo,94,0.92,Active,11,0,No,4
2017,11,Australia,Oceania,18,14,17,44,Khanmigo,96,0.93,Active,21,3,No,8
2017,12,United States,North America,18,11,15,46,Microsoft Copilot,90,0.9,None,20,3,No,6
2017,12,United Kingdom,Europe,17,10,17,41,Google Gemini,92,0.91,Draft,18,9,No,10
2017,12,China,Asia,18,18,14,33,Khanmigo,70,0.75,Draft,18,9,Yes,2
2017,12,India,Asia,11,11,14,56,Microsoft Copilot,50,0.64,Draft,11,0,No,1
2017,12,Germany,Europe,13,17,13,13,Google Gemini,93,0.94,None,17,2,No,2
2017,12,Brazil,South America,13,15,16,34,Microsoft Copilot,75,0.7,None,13,3,Yes,8
2017,12,Pakistan,Asia,16,18,15,13,Google Gemini,45,0.55,Active,20,9,Yes,8
2017,12,Nigeria,Africa,19,18,17,6,Khanmigo,42,0.52,Draft,22,9,No,1
2017,12,Canada,North America,20,13,17,22,Google Gemini,94,0.92,Active,20,15,Yes,1
2017,12,Australia,Oceania,11,11,12,56,Khanmigo,96,0.93,Draft,12,0,Yes,4
2018,1,United States,North America,25,22,15,22,Khanmigo,90,0.9,Draft,26,10,Yes,9
2018,1,United Kingdom,Europe,22,23,20,20,Google Gemini,92,0.91,None,23,12,No,4
2018,1,China,Asia,17,17,15,53,Khanmigo,70,0.75,None,19,11,Yes,5
2018,1,India,Asia,18,16,15,51,Microsoft Copilot,50,0.64,Active,23,6,No,5
2018,1,Germany,Europe,20,22,19,27,Microsoft Copilot,93,0.94,Active,21,11,No,2
2018,1,Brazil,South America,23,19,18,24,ChatGPT,75,0.7,Draft,23,9,No,10
2018,1,Pakistan,Asia,17,18,20,39,ChatGPT,45,0.55,Active,19,5,No,9
2018,1,Nigeria,Africa,16,20,17,31,Microsoft Copilot,42,0.52,Active,17,1,No,7
2018,1,Canada,North America,18,19,18,50,ChatGPT,94,0.92,None,19,11,Yes,1
2018,1,Australia,Oceania,17,20,18,12,ChatGPT,96,0.93,Active,17,5,No,5
2018,2,United States,North America,15,17,20,55,Google Gemini,90,0.9,Draft,19,10,Yes,6
2018,2,United Kingdom,Europe,16,21,18,6,Google Gemini,92,0.91,Active,19,5,Yes,3
2018,2,China,Asia,16,23,16,8,Khanmigo,70,0.75,Draft,21,9,No,10
2018,2,India,Asia,23,23,15,60,ChatGPT,50,0.64,Draft,24,15,Yes,4
2018,2,Germany,Europe,17,20,19,29,Google Gemini,93,0.94,None,21,2,Yes,2
2018,2,Brazil,South America,22,18,15,44,Microsoft Copilot,75,0.7,Active,24,13,No,3
2018,2,Pakistan,Asia,22,21,22,59,Khanmigo,45,0.55,Draft,22,9,No,7
2018,2,Nigeria,Africa,15,20,15,43,Google Gemini,42,0.52,Draft,15,6,No,4
2018,2,Canada,North America,16,19,18,43,Microsoft Copilot,94,0.92,None,17,3,No,8
2018,2,Australia,Oceania,17,23,21,25,Microsoft Copilot,96,0.93,Active,20,8,No,8
2018,3,United States,North America,23,23,16,38,ChatGPT,90,0.9,None,23,17,No,5
2018,3,United Kingdom,Europe,22,21,22,22,ChatGPT,92,0.91,None,22,9,No,5
2018,3,China,Asia,18,18,18,9,Google Gemini,70,0.75,Draft,21,7,No,6
2018,3,India,Asia,20,23,15,16,ChatGPT,50,0.64,Draft,23,11,Yes,9
2018,3,Germany,Europe,20,15,22,37,ChatGPT,93,0.94,Draft,24,10,No,5
2018,3,Brazil,South America,18,18,15,7,Microsoft Copilot,75,0.7,None,21,3,Yes,1
2018,3,Pakistan,Asia,23,23,20,56,Khanmigo,45,0.55,Draft,25,17,Yes,7
2018,3,Nigeria,Africa,20,19,18,6,ChatGPT,42,0.52,Active,20,10,No,2
2018,3,Canada,North America,22,17,21,41,ChatGPT,94,0.92,Active,26,7,No,7
2018,3,Australia,Oceania,19,18,21,13,Google Gemini,96,0.93,None,22,13,No,10
2018,4,United States,North America,19,21,18,13,Google Gemini,90,0.9,Active,24,4,No,9
2018,4,United Kingdom,Europe,16,19,21,58,ChatGPT,92,0.91,Draft,19,1,Yes,2
2018,4,China,Asia,21,18,15,9,Microsoft Copilot,70,0.75,None,25,8,Yes,8
2018,4,India,Asia,25,23,22,9,Google Gemini,50,0.64,Draft,26,20,No,10
2018,4,Germany,Europe,19,17,20,9,ChatGPT,93,0.94,Draft,24,13,Yes,5
2018,4,Brazil,South America,23,18,18,26,ChatGPT,75,0.7,Active,24,11,No,2
2018,4,Pakistan,Asia,21,22,15,12,Microsoft Copilot,45,0.55,Draft,21,14,No,1
2018,4,Nigeria,Africa,18,19,22,22,Khanmigo,42,0.52,Draft,21,4,No,5
2018,4,Canada,North America,17,22,21,9,Microsoft Copilot,94,0.92,None,19,2,No,9
2018,4,Australia,Oceania,19,19,21,5,Google Gemini,96,0.93,Active,24,9,No,9
2018,5,United States,North America,24,23,15,12,Microsoft Copilot,90,0.9,Draft,26,11,Yes,2
2018,5,United Kingdom,Europe,24,18,20,50,Khanmigo,92,0.91,Draft,26,10,No,4
2018,5,China,Asia,15,21,20,42,Google Gemini,70,0.75,Draft,16,4,No,10
2018,5,India,Asia,25,19,17,26,Microsoft Copilot,50,0.64,Active,29,10,Yes,6
2018,5,Germany,Europe,16,18,22,34,Google Gemini,93,0.94,Draft,16,1,No,5
2018,5,Brazil,South America,17,20,20,11,Khanmigo,75,0.7,Active,22,8,No,3
2018,5,Pakistan,Asia,20,21,20,22,Google Gemini,45,0.55,Draft,24,11,Yes,10
2018,5,Nigeria,Africa,19,23,19,35,Khanmigo,42,0.52,Draft,20,11,Yes,1
2018,5,Canada,North America,15,23,21,27,Microsoft Copilot,94,0.92,Draft,15,2,Yes,7
2018,5,Australia,Oceania,23,17,19,51,Khanmigo,96,0.93,Active,28,14,Yes,3
2018,6,United States,North America,16,15,21,21,ChatGPT,90,0.9,None,17,9,No,4
2018,6,United Kingdom,Europe,15,16,18,35,Microsoft Copilot,92,0.91,Draft,15,1,No,1
2018,6,China,Asia,18,18,15,56,ChatGPT,70,0.75,None,21,9,No,6
2018,6,India,Asia,18,23,17,14,Khanmigo,50,0.64,None,23,5,No,7
2018,6,Germany,Europe,19,20,19,40,Google Gemini,93,0.94,Draft,19,8,No,1
2018,6,Brazil,South America,25,18,21,9,ChatGPT,75,0.7,None,30,10,No,7
2018,6,Pakistan,Asia,22,16,22,18,Google Gemini,45,0.55,Draft,24,16,Yes,10
2018,6,Nigeria,Africa,16,17,18,5,Khanmigo,42,0.52,Active,21,2,Yes,5
2018,6,Canada,North America,17,18,18,37,Google Gemini,94,0.92,Active,21,11,Yes,1
2018,6,Australia,Oceania,17,21,18,9,Microsoft Copilot,96,0.93,Active,18,10,Yes,4
2018,7,United States,North America,19,23,16,38,Khanmigo,90,0.9,Active,23,13,No,7
2018,7,United Kingdom,Europe,19,17,20,16,Google Gemini,92,0.91,None,20,4,Yes,5
2018,7,China,Asia,15,17,21,47,ChatGPT,70,0.75,Active,20,0,Yes,8
2018,7,India,Asia,22,17,15,8,ChatGPT,50,0.64,Active,27,11,Yes,5
2018,7,Germany,Europe,21,16,19,7,Microsoft Copilot,93,0.94,Draft,24,10,No,4
2018,7,Brazil,South America,21,18,19,11,Google Gemini,75,0.7,Draft,21,8,Yes,4
2018,7,Pakistan,Asia,17,21,20,42,Khanmigo,45,0.55,None,22,3,Yes,8
2018,7,Nigeria,Africa,18,23,17,26,Microsoft Copilot,42,0.52,Draft,18,4,Yes,1
2018,7,Canada,North America,15,21,19,56,Khanmigo,94,0.92,Active,15,1,No,3
2018,7,Australia,Oceania,19,17,19,25,Khanmigo,96,0.93,Active,20,13,Yes,3
2018,8,United States,North America,18,16,16,30,Google Gemini,90,0.9,Active,22,13,Yes,1
2018,8,United Kingdom,Europe,24,17,18,29,ChatGPT,92,0.91,Active,24,14,No,3
2018,8,China,Asia,19,18,17,55,Khanmigo,70,0.75,Draft,20,8,No,5
2018,8,India,Asia,23,23,15,42,Microsoft Copilot,50,0.64,Active,25,15,No,9
2018,8,Germany,Europe,17,20,18,39,Khanmigo,93,0.94,Draft,20,9,Yes,9
2018,8,Brazil,South America,18,15,16,55,ChatGPT,75,0.7,Active,23,9,Yes,1
2018,8,Pakistan,Asia,22,21,18,32,ChatGPT,45,0.55,Active,25,17,No,9
2018,8,Nigeria,Africa,16,22,19,44,Khanmigo,42,0.52,Draft,17,10,No,10
2018,8,Canada,North America,19,16,20,28,Microsoft Copilot,94,0.92,None,20,5,Yes,2
2018,8,Australia,Oceania,24,21,22,53,ChatGPT,96,0.93,Active,27,14,Yes,4
2018,9,United States,North America,21,22,16,10,Khanmigo,90,0.9,Draft,21,15,Yes,2
2018,9,United Kingdom,Europe,20,20,15,39,Khanmigo,92,0.91,None,23,12,Yes,1
2018,9,China,Asia,20,20,16,9,ChatGPT,70,0.75,None,24,14,Yes,9
2018,9,India,Asia,15,19,20,55,Khanmigo,50,0.64,Draft,18,1,Yes,3
2018,9,Germany,Europe,17,19,18,15,Google Gemini,93,0.94,None,21,8,No,5
2018,9,Brazil,South America,24,17,16,5,Khanmigo,75,0.7,Draft,28,17,No,9
2018,9,Pakistan,Asia,16,23,16,27,Khanmigo,45,0.55,Active,19,11,No,6
2018,9,Nigeria,Africa,19,21,17,38,ChatGPT,42,0.52,None,24,5,Yes,3
2018,9,Canada,North America,17,18,19,39,Google Gemini,94,0.92,Active,20,3,No,3
2018,9,Australia,Oceania,16,22,18,25,Google Gemini,96,0.93,Draft,16,10,Yes,10
2018,10,United States,North America,22,22,15,50,ChatGPT,90,0.9,Active,24,17,No,4
2018,10,United Kingdom,Europe,24,15,17,40,Google Gemini,92,0.91,None,29,11,Yes,3
2018,10,China,Asia,23,21,16,9,Microsoft Copilot,70,0.75,None,28,11,No,10
2018,10,India,Asia,18,22,19,18,ChatGPT,50,0.64,Draft,18,13,No,4
2018,10,Germany,Europe,24,20,20,38,Microsoft Copilot,93,0.94,Draft,26,10,Yes,6
2018,10,Brazil,South America,21,19,22,21,Khanmigo,75,0.7,Active,26,10,No,4
2018,10,Pakistan,Asia,16,20,17,17,Microsoft Copilot,45,0.55,Draft,18,8,Yes,10
2018,10,Nigeria,Africa,21,18,21,13,Microsoft Copilot,42,0.52,None,22,12,No,3
2018,10,Canada,North America,20,17,17,30,Khanmigo,94,0.92,Active,22,14,No,8
2018,10,Australia,Oceania,20,22,18,32,Microsoft Copilot,96,0.93,None,21,5,No,10
2018,11,United States,North America,17,23,20,15,Khanmigo,90,0.9,Draft,18,2,No,10
2018,11,United Kingdom,Europe,15,18,22,18,Microsoft Copilot,92,0.91,Draft,15,10,No,1
2018,11,China,Asia,17,22,15,6,Microsoft Copilot,70,0.75,Active,17,9,Yes,3
2018,11,India,Asia,25,16,15,33,Khanmigo,50,0.64,Draft,28,18,Yes,5
2018,11,Germany,Europe,23,18,21,28,Google Gemini,93,0.94,None,27,10,No,3
2018,11,Brazil,South America,16,19,21,6,Microsoft Copilot,75,0.7,Active,19,8,Yes,2
2018,11,Pakistan,Asia,21,16,20,26,Khanmigo,45,0.55,None,22,8,Yes,3
2018,11,Nigeria,Africa,16,19,21,23,ChatGPT,42,0.52,Draft,16,1,No,9
2018,11,Canada,North America,23,17,18,13,Microsoft Copilot,94,0.92,Draft,27,11,No,9
2018,11,Australia,Oceania,17,20,16,6,Khanmigo,96,0.93,Draft,20,6,No,6
2018,12,United States,North America,18,23,17,52,Microsoft Copilot,90,0.9,Active,21,7,No,9
2018,12,United Kingdom,Europe,16,16,21,42,Google Gemini,92,0.91,None,21,8,No,5
2018,12,China,Asia,18,18,21,13,Khanmigo,70,0.75,None,20,7,Yes,7
2018,12,India,Asia,22,23,15,41,Khanmigo,50,0.64,Active,24,9,No,3
2018,12,Germany,Europe,19,19,18,23,Microsoft Copilot,93,0.94,None,22,7,Yes,10
2018,12,Brazil,South America,17,23,16,23,Google Gemini,75,0.7,Active,21,9,Yes,2
2018,12,Pakistan,Asia,23,20,16,33,ChatGPT,45,0.55,Active,27,16,Yes,4
2018,12,Nigeria,Africa,17,19,16,48,Microsoft Copilot,42,0.52,Active,21,12,No,4
2018,12,Canada,North America,24,15,21,47,Khanmigo,94,0.92,None,25,16,No,6
2018,12,Australia,Oceania,18,16,21,51,Microsoft Copilot,96,0.93,None,23,11,No,6
2019,1,United States,North America,23,23,25,36,ChatGPT,90,0.9,Draft,27,9,No,4
2019,1,United Kingdom,Europe,26,21,27,53,Google Gemini,92,0.91,Draft,31,21,Yes,5
2019,1,China,Asia,27,26,22,29,Khanmigo,70,0.75,None,32,20,No,4
2019,1,India,Asia,30,23,23,26,Khanmigo,50,0.64,Draft,30,24,No,9
2019,1,Germany,Europe,21,20,27,49,Microsoft Copilot,93,0.94,None,25,14,No,2
2019,1,Brazil,South America,24,22,20,40,ChatGPT,75,0.7,Active,29,10,No,9
2019,1,Pakistan,Asia,28,28,25,55,Microsoft Copilot,45,0.55,Active,28,14,Yes,8
2019,1,Nigeria,Africa,24,24,27,42,Microsoft Copilot,42,0.52,None,27,16,Yes,1
2019,1,Canada,North America,20,23,21,35,ChatGPT,94,0.92,None,22,14,Yes,2
2019,1,Australia,Oceania,22,23,21,48,Khanmigo,96,0.93,None,25,17,Yes,3
2019,2,United States,North America,28,20,23,6,ChatGPT,90,0.9,None,28,16,Yes,10
2019,2,United Kingdom,Europe,29,24,26,59,Microsoft Copilot,92,0.91,Draft,33,19,Yes,10
2019,2,China,Asia,23,23,20,21,ChatGPT,70,0.75,None,26,14,Yes,9
2019,2,India,Asia,22,21,24,33,Khanmigo,50,0.64,Active,25,15,No,7
2019,2,Germany,Europe,20,22,21,17,Google Gemini,93,0.94,Draft,25,5,Yes,3
2019,2,Brazil,South America,25,21,21,50,Google Gemini,75,0.7,None,26,18,No,5
2019,2,Pakistan,Asia,29,25,20,21,Khanmigo,45,0.55,Active,32,16,Yes,10
2019,2,Nigeria,Africa,21,24,24,49,Microsoft Copilot,42,0.52,Draft,24,16,Yes,4
2019,2,Canada,North America,26,23,22,12,Khanmigo,94,0.92,None,26,11,No,4
2019,2,Australia,Oceania,21,24,24,47,Google Gemini,96,0.93,None,23,12,Yes,3
2019,3,United States,North America,20,25,25,37,Microsoft Copilot,90,0.9,Draft,20,7,Yes,8
2019,3,United Kingdom,Europe,23,26,26,46,Microsoft Copilot,92,0.91,Draft,24,10,Yes,3
2019,3,China,Asia,29,25,27,15,ChatGPT,70,0.75,Draft,33,17,No,8
2019,3,India,Asia,29,22,23,5,ChatGPT,50,0.64,Draft,29,21,No,2
2019,3,Germany,Europe,30,22,23,23,ChatGPT,93,0.94,Draft,30,18,No,4
2019,3,Brazil,South America,27,25,26,39,Microsoft Copilot,75,0.7,Active,31,21,Yes,5
2019,3,Pakistan,Asia,23,22,22,42,Khanmigo,45,0.55,Draft,23,11,Yes,10
2019,3,Nigeria,Africa,23,22,25,52,Microsoft Copilot,42,0.52,None,27,17,No,1
2019,3,Canada,North America,22,24,23,43,ChatGPT,94,0.92,Active,26,15,No,10
2019,3,Australia,Oceania,21,23,26,54,Microsoft Copilot,96,0.93,None,24,7,Yes,2
2019,4,United States,North America,25,25,23,12,Google Gemini,90,0.9,Draft,28,11,Yes,6
2019,4,United Kingdom,Europe,22,24,20,53,Google Gemini,92,0.91,Draft,25,16,Yes,8
2019,4,China,Asia,28,27,21,38,ChatGPT,70,0.75,Draft,29,23,No,3
2019,4,India,Asia,30,26,21,46,Khanmigo,50,0.64,Active,34,23,No,3
2019,4,Germany,Europe,26,20,27,37,Khanmigo,93,0.94,None,29,21,Yes,2
2019,4,Brazil,South America,27,20,21,21,Khanmigo,75,0.7,Active,29,14,Yes,1
2019,4,Pakistan,Asia,24,22,27,43,ChatGPT,45,0.55,None,29,11,Yes,4
2019,4,Nigeria,Africa,30,22,26,37,Microsoft Copilot,42,0.52,Draft,34,20,No,9
2019,4,Canada,North America,22,21,23,42,Microsoft Copilot,94,0.92,None,26,17,No,4
2019,4,Australia,Oceania,27,24,22,13,Khanmigo,96,0.93,None,29,18,Yes,4
2019,5,United States,North America,24,22,22,12,Khanmigo,90,0.9,Active,27,13,No,8
2019,5,United Kingdom,Europe,22,28,22,29,Google Gemini,92,0.91,Draft,27,7,No,3
2019,5,China,Asia,24,21,22,40,Google Gemini,70,0.75,Draft,28,12,Yes,6
2019,5,India,Asia,25,26,23,31,ChatGPT,50,0.64,Draft,30,15,No,10
2019,5,Germany,Europe,23,25,21,25,Google Gemini,93,0.94,Draft,27,13,No,8
2019,5,Brazil,South America,27,23,26,23,ChatGPT,75,0.7,None,29,17,Yes,2
2019,5,Pakistan,Asia,27,20,23,39,Khanmigo,45,0.55,None,27,21,No,8
2019,5,Nigeria,Africa,27,28,25,52,Khanmigo,42,0.52,Draft,28,21,Yes,9
2019,5,Canada,North America,21,28,25,44,Khanmigo,94,0.92,Active,24,14,Yes,10
2019,5,Australia,Oceania,30,24,21,10,Khanmigo,96,0.93,Active,31,18,Yes,10
2019,6,United States,North America,24,26,25,39,ChatGPT,90,0.9,Active,25,18,No,3
2019,6,United Kingdom,Europe,27,23,20,49,Khanmigo,92,0.91,Active,29,16,No,1
2019,6,China,Asia,29,26,26,24,Khanmigo,70,0.75,Active,30,15,No,1
2019,6,India,Asia,28,22,24,34,Khanmigo,50,0.64,None,33,23,Yes,9
2019,6,Germany,Europe,30,22,26,22,Google Gemini,93,0.94,Active,35,19,Yes,2
2019,6,Brazil,South America,24,22,24,16,Google Gemini,75,0.7,Draft,26,15,Yes,6
2019,6,Pakistan,Asia,26,26,25,20,Khanmigo,45,0.55,Draft,28,15,No,1
2019,6,Nigeria,Africa,27,23,24,56,ChatGPT,42,0.52,Draft,28,18,Yes,2
2019,6,Canada,North America,22,26,26,20,Khanmigo,94,0.92,None,24,9,No,5
2019,6,Australia,Oceania,29,27,21,5,Khanmigo,96,0.93,Active,32,16,Yes,10
2019,7,United States,North America,26,27,25,21,Google Gemini,90,0.9,None,30,15,No,4
2019,7,United Kingdom,Europe,27,22,25,38,Google Gemini,92,0.91,Draft,32,19,No,7
2019,7,China,Asia,24,21,22,10,Google Gemini,70,0.75,Draft,26,18,Yes,9
2019,7,India,Asia,22,23,24,40,Google Gemini,50,0.64,None,22,8,No,9
2019,7,Germany,Europe,28,27,27,45,Google Gemini,93,0.94,Active,29,21,No,10
2019,7,Brazil,South America,29,26,23,25,ChatGPT,75,0.7,Active,30,16,No,3
2019,7,Pakistan,Asia,20,20,21,24,ChatGPT,45,0.55,Active,25,7,No,10
2019,7,Nigeria,Africa,30,24,23,33,Khanmigo,42,0.52,None,30,17,No,7
2019,7,Canada,North America,29,24,26,27,ChatGPT,94,0.92,Draft,32,15,No,6
2019,7,Australia,Oceania,21,20,23,44,ChatGPT,96,0.93,Active,21,8,No,1
2019,8,United States,North America,29,21,23,22,Google Gemini,90,0.9,Active,30,18,Yes,1
2019,8,United Kingdom,Europe,26,22,26,23,Khanmigo,92,0.91,Draft,30,13,No,10
2019,8,China,Asia,28,24,23,15,Microsoft Copilot,70,0.75,Draft,32,13,Yes,6
2019,8,India,Asia,23,22,27,34,Khanmigo,50,0.64,None,25,12,No,4
2019,8,Germany,Europe,30,27,25,47,Microsoft Copilot,93,0.94,Active,33,23,No,7
2019,8,Brazil,South America,22,26,22,21,Khanmigo,75,0.7,Active,22,11,Yes,10
2019,8,Pakistan,Asia,28,21,23,34,Google Gemini,45,0.55,None,29,14,No,6
2019,8,Nigeria,Africa,25,22,21,15,ChatGPT,42,0.52,Active,29,16,No,9
2019,8,Canada,North America,27,20,21,36,Khanmigo,94,0.92,Active,30,14,No,8
2019,8,Australia,Oceania,23,26,27,23,Google Gemini,96,0.93,None,25,17,No,3
2019,9,United States,North America,29,22,23,11,Khanmigo,90,0.9,None,34,17,Yes,8
2019,9,United Kingdom,Europe,26,26,21,52,Khanmigo,92,0.91,None,31,20,No,5
2019,9,China,Asia,22,23,23,50,Microsoft Copilot,70,0.75,Active,26,11,No,10
2019,9,India,Asia,25,28,22,30,Khanmigo,50,0.64,Active,26,17,Yes,3
2019,9,Germany,Europe,30,25,27,45,Google Gemini,93,0.94,Active,31,20,Yes,8
2019,9,Brazil,South America,22,20,22,39,ChatGPT,75,0.7,Active,24,8,Yes,2
2019,9,Pakistan,Asia,24,28,27,24,Microsoft Copilot,45,0.55,None,29,9,No,5
2019,9,Nigeria,Africa,29,23,25,41,Microsoft Copilot,42,0.52,Active,29,17,Yes,8
2019,9,Canada,North America,24,28,27,34,Khanmigo,94,0.92,Draft,26,11,Yes,2
2019,9,Australia,Oceania,23,25,25,13,Google Gemini,96,0.93,None,25,12,Yes,5
2019,10,United States,North America,28,20,27,10,Khanmigo,90,0.9,None,32,15,No,4
2019,10,United Kingdom,Europe,28,25,20,54,ChatGPT,92,0.91,Active,30,21,Yes,7
2019,10,China,Asia,25,24,21,53,Microsoft Copilot,70,0.75,None,30,14,No,9
2019,10,India,Asia,26,24,24,10,Google Gemini,50,0.64,Active,28,11,No,6
2019,10,Germany,Europe,23,25,22,51,ChatGPT,93,0.94,Active,26,12,Yes,6
2019,10,Brazil,South America,29,22,22,24,Khanmigo,75,0.7,None,34,17,No,4
2019,10,Pakistan,Asia,28,23,26,53,Google Gemini,45,0.55,Active,30,20,Yes,7
2019,10,Nigeria,Africa,29,23,23,26,Khanmigo,42,0.52,Draft,31,20,No,7
2019,10,Canada,North America,25,24,25,32,Khanmigo,94,0.92,None,26,11,No,9
2019,10,Australia,Oceania,27,23,27,29,ChatGPT,96,0.93,Draft,31,18,Yes,9
2019,11,United States,North America,26,20,24,58,Microsoft Copilot,90,0.9,Draft,31,12,Yes,8
2019,11,United Kingdom,Europe,20,23,22,17,ChatGPT,92,0.91,Draft,21,12,Yes,9
2019,11,China,Asia,24,22,23,18,Microsoft Copilot,70,0.75,Draft,29,9,No,8
2019,11,India,Asia,27,24,23,51,Khanmigo,50,0.64,Active,32,17,Yes,2
2019,11,Germany,Europe,23,26,22,19,Google Gemini,93,0.94,Active,26,15,No,3
2019,11,Brazil,South America,21,26,25,19,Microsoft Copilot,75,0.7,None,25,12,Yes,7
2019,11,Pakistan,Asia,27,23,25,30,Khanmigo,45,0.55,Active,29,20,Yes,9
2019,11,Nigeria,Africa,25,23,23,29,Khanmigo,42,0.52,None,28,11,No,9
2019,11,Canada,North America,27,23,20,24,Google Gemini,94,0.92,Active,29,13,No,6
